unique_work_number,work_name,work_description,work_category,state,implementing_district,nodal_district,constituency,house_name,mp_name,implementing_agency_name,sanction_amount,actual_expenditure,released_amount,recommendation_date,administrative_approval_date,sanction_date,commencement_date,completion_date,work_status,financial_year,image_uploaded
MPLADS/KA/2024-2025/0298,Construction of Park in Mysore,"Delectus nesciunt ex distinctio.
Assumenda nihil dignissimos. Neque quam assumenda vero enim quam.",Park,Karnataka,Mysore,Mysore,Mysore East,Rajya Sabha,Geetika Kibe,Gram Panchayat,922919.81,565444.78,621249.3617169067,2023-12-23,2024-01-22,2024-01-24,2024-02-24,2024-06-28,Completed,2024-2025,Yes
MPLADS/TA/2024-2025/0299,Construction of Drinking Water in Madurai,Molestias in voluptas voluptatem deserunt omnis expedita. Suscipit molestias reprehenderit eius.,Drinking Water,Tamil Nadu,Madurai,Madurai,Madurai East,Lok Sabha,Oni Chaudhari,State Housing Board,1406431.06,590944.6,1092886.3061058638,2024-10-14,2024-11-18,2024-11-21,2024-12-07,,Ongoing,2024-2025,No
MPLADS/TA/2024-2025/0300,Construction of Community Hall in Madurai,Beatae fugit rerum laborum animi. Blanditiis amet repellendus.,Community Hall,Tamil Nadu,Madurai,Madurai,Madurai East,Lok Sabha,Warda Yogi,Municipal Corporation,3255554.61,2880617.68,2936194.1386684305,2024-08-13,2024-09-11,2024-09-15,2024-11-14,2025-03-29,Completed,2024-2025,Yes
MPLADS/MA/2024-2025/0301,Construction of Community Hall in Jabalpur,Ratione eaque optio ut delectus asperiores. Veritatis repellendus cupiditate laboriosam asperiores.,Community Hall,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Robert Gaba,Municipal Corporation,1505205.99,201902.44,754078.7654245697,2024-04-13,2024-05-05,2024-05-09,2024-06-21,,Ongoing,2024-2025,No
MPLADS/UT/2024-2025/0302,Construction of Drainage in Lucknow,Ad cupiditate fugiat optio omnis consequuntur. Occaecati cupiditate laboriosam quas.,Drainage,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Ekavir Ghosh,Gram Panchayat,863891.38,242847.28,475938.33519906766,2024-09-17,2024-10-21,2024-10-25,2024-11-13,,Ongoing,2024-2025,No
MPLADS/KA/2026-2027/0303,Construction of School Building in Mysore,Repellendus eligendi ratione sed minima eligendi veritatis. Nam odit porro earum voluptatibus.,School Building,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Vasudha Viswanathan,PWD,4120940.41,3684367.33,3864543.6961860713,2026-02-15,2026-02-23,2026-02-25,2026-04-24,2026-10-30,Completed,2026-2027,Yes
MPLADS/KA/2025-2026/0304,Construction of Residential Complex near Park in Hubli,Minima blanditiis tempora beatae sunt minus.,Park,Karnataka,Hubli,Hubli,Hubli East,Lok Sabha,Dalbir Tank,Block Development Office,1044148.11,79693.82,702797.5738803127,2025-03-27,2025-07-21,2025-07-23,2025-09-17,,Ongoing,2025-2026,No
MPLADS/MA/2024-2025/0305,Construction of Roads in Thane,Fugit pariatur fuga. Quas cum nam. Sed quae tempora maiores itaque.,Roads,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Gavin Ramesh,Municipal Corporation,1483278.72,193653.7,781405.8035784166,2024-06-21,2024-07-05,2024-07-08,2024-08-06,,Ongoing,2024-2025,No
MPLADS/UT/2025-2026/0306,Construction of Roads in Lucknow,Veniam nisi quas possimus. Odio ratione repellendus asperiores. Fugit vitae blanditiis.,Roads,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Nilima Hans,Zila Parishad,1593861.91,237834.07,970859.277185352,2024-12-26,2025-01-14,2025-01-19,2025-03-03,,Ongoing,2025-2026,No
MPLADS/TA/2024-2025/0307,Construction of Drainage in Coimbatore,Blanditiis hic id provident perspiciatis.,Drainage,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Lok Sabha,Odika Ramakrishnan,Municipal Corporation,1966598.94,798909.17,2450574.3909960245,2024-04-15,2024-05-21,2024-05-25,2024-06-05,,Ongoing,2024-2025,No
MPLADS/UT/2024-2025/0308,Construction of Roads in Varanasi,A libero consectetur asperiores. Voluptate optio saepe tempora.,Roads,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Zehaan Bahri,Municipal Corporation,1026742.89,765926.02,836131.9396914968,2024-02-11,2024-02-23,2024-02-24,2024-03-29,2024-08-07,Completed,2024-2025,Yes
MPLADS/MA/2024-2025/0309,Construction of Community Hall in Pune,Mollitia assumenda quasi harum doloremque blanditiis. Assumenda maxime beatae quas pariatur itaque.,Community Hall,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Ishita Gour,Block Development Office,3156516.86,797458.44,2925172.2146891933,2024-11-29,2024-12-08,2024-12-12,2025-02-04,,Ongoing,2024-2025,No
MPLADS/TA/2026-2027/0310,Construction of Community Hall in Coimbatore,Rem minus quibusdam voluptatem. Quia magni saepe officiis.,Community Hall,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Vedhika Wagle,Zila Parishad,2257368.82,2048377.78,2122077.5454976954,2026-07-05,2026-08-01,2026-08-03,2026-09-08,2026-12-07,Completed,2026-2027,Yes
MPLADS/MA/2024-2025/0311,Construction of Health Center in Nagpur,Facilis minima reprehenderit vero. Eaque facere hic ab fugit nostrum.,Health Center,Maharashtra,Nagpur,Nagpur,Nagpur East,Lok Sabha,Caleb Ahuja,Zila Parishad,1782318.8,867894.19,935008.446227815,2024-10-12,2024-11-15,2024-11-17,2024-12-19,2025-05-11,Completed,2024-2025,Yes
MPLADS/KA/2024-2025/0312,Construction of Health Center in Mysore,Officia fugit iusto neque optio expedita ipsa. Tempora dolorem minima impedit.,Health Center,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Samaksh Korpal,PWD,10868803.92886424,1996120.3,15910568.241675345,2024-01-29,2024-03-01,2024-03-05,2024-03-24,,Delayed,2024-2025,No
MPLADS/MA/2025-2026/0313,Construction of Health Center in Nagpur,Odio doloremque quod eum molestias nisi. Accusantium occaecati nihil dolores dignissimos ipsa.,Health Center,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Pahal Wadhwa,Zila Parishad,2825416.35,1429445.99,1469763.3392821187,2025-03-13,2025-03-30,2025-03-31,2025-04-21,2026-02-12,Completed,2025-2026,Yes
MPLADS/MA/2023-2024/0314,Construction of Roads in Pune,Blanditiis illo tempora fugiat. Occaecati blanditiis nostrum delectus commodi.,Roads,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Bhanumati Wagle,State Housing Board,5823509.02648237,817656.51,3166946.0723279826,2023-09-14,2023-09-25,2023-09-29,2023-11-17,,Ongoing,2023-2024,No
MPLADS/TA/2024-2025/0315,Construction of Community Hall in Chennai,Reiciendis voluptatum eaque. Vitae distinctio eaque velit a eius laboriosam atque.,Community Hall,Tamil Nadu,Chennai,Chennai,Chennai East,Lok Sabha,Anamika Ramanathan,Block Development Office,4066574.57,2019099.99,2204005.7017777013,2024-07-18,2024-08-01,2024-08-05,2024-09-10,2025-06-05,Completed,2024-2025,Yes
MPLADS/UT/2026-2027/0316,Construction of Park in Lucknow,Accusamus eveniet tenetur. Iure dicta eum ea. Aliquam dignissimos dolorem minima dolorem.,Park,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Indali Sarin,Block Development Office,808401.54,601052.57,625648.2385149528,2026-04-21,2026-05-22,2026-05-26,2026-06-16,2027-03-21,Completed,2026-2027,Yes
MPLADS/KA/2025-2026/0317,Construction of Park in Bangalore,Iste expedita minus soluta laudantium placeat corrupti. Commodi ab ex et consectetur.,Park,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Hiral Sura,PWD,1072781.19,944843.64,1016440.9079312568,2025-06-24,2025-07-11,2025-07-12,2025-09-05,2026-03-03,Completed,2025-2026,Yes
MPLADS/TA/2024-2025/0318,Construction of Library in Madurai,Esse facilis beatae dolorum ad. Officiis animi enim dicta esse.,Library,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Aarush Bail,Gram Panchayat,1582813.27,734796.0,1050192.9952108595,2024-01-19,2024-01-30,2024-02-01,2024-03-12,,Ongoing,2024-2025,No
MPLADS/UT/2025-2026/0319,Construction of Roads in Varanasi,Nulla voluptates ratione. Similique nobis quos corrupti voluptatum. At impedit esse quidem quidem.,Roads,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Advaith Chauhan,Gram Panchayat,6864138.5234276755,1254059.05,4940234.082627884,2025-01-26,2025-02-28,2025-03-04,2025-03-24,,Ongoing,2025-2026,No
MPLADS/TA/2026-2027/0320,Construction of Roads in Coimbatore,Sint ut deserunt suscipit ipsum architecto quo. Sunt ad quasi blanditiis reprehenderit odio nisi.,Roads,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Vrishti Mangat,Gram Panchayat,1395885.56,88417.92,932671.2567241049,2026-02-04,2026-03-04,2026-03-06,2026-03-21,,Ongoing,2026-2027,No
MPLADS/MA/2024-2025/0321,Construction of Street Light in Nagpur,Cupiditate quos molestias doloremque quos ex unde. Necessitatibus natus ullam modi.,Street Light,Maharashtra,Nagpur,Nagpur,Nagpur East,Lok Sabha,Samesh Mander,Block Development Office,519399.19,268445.04,296676.97990436794,2024-03-22,2024-04-23,2024-04-24,2024-05-29,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0322,Construction of Drinking Water in Thane,In vel magni. Quia officiis placeat voluptas quis et eum.,Drinking Water,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Forum Badami,Gram Panchayat,1297578.51,253522.23,754052.7317490273,2024-07-09,2024-07-21,2024-07-25,2024-08-25,,Ongoing,2024-2025,No
MPLADS/KA/2025-2026/0323,Construction of Library in Mysore,Ut neque placeat.,Library,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Adya Gade,Gram Panchayat,1227245.52,699215.53,1163916.220333884,2025-10-31,2025-11-22,2025-11-25,2026-01-19,,Ongoing,2025-2026,No
MPLADS/MA/2023-2024/0324,Construction of Drainage in Nagpur,Omnis magni excepturi inventore beatae enim recusandae.,Drainage,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Bahadurjit Gill,Zila Parishad,2455432.37,1138990.1,1262326.6443318594,2023-09-27,2023-10-23,2023-10-24,2023-11-05,2025-11-29,Completed,2023-2024,Yes
MPLADS/MA/2025-2026/0325,Construction of Health Center in Bhopal,Qui quam enim praesentium culpa repudiandae hic. Eum dolorem ab. Impedit eius quod sit.,Health Center,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Vedhika Yogi,Block Development Office,993982.62,232043.18,617692.2591968387,2025-12-02,2025-12-16,2025-12-18,2026-02-11,,Ongoing,2025-2026,No
MPLADS/MA/2024-2025/0326,Construction of Street Light in Bhopal,Voluptate atque corrupti sed quasi quisquam. Culpa cum odit itaque neque.,Street Light,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Raksha Sethi,Gram Panchayat,257162.28,118223.96,168160.63074469828,2024-06-12,2024-07-18,2024-07-22,2024-08-01,,Ongoing,2024-2025,No
MPLADS/MA/2026-2027/0327,Construction of Library in Indore,Eveniet soluta assumenda aperiam eos voluptate quasi.,Library,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Bhanumati Parmar,Municipal Corporation,2610677.61,1375320.9,1818474.7838070672,2026-02-14,2026-03-16,2026-03-18,2026-04-03,,Ongoing,2026-2027,No
MPLADS/MA/2026-2027/0328,Construction of Park in Indore,Impedit iste magni corporis. Quam in repellendus voluptatibus ratione veniam.,Park,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Gayathri Sunder,State Housing Board,1116665.08,726082.73,868129.5678292194,2026-08-08,2026-09-07,2026-09-11,2026-10-12,,Delayed,2026-2027,No
MPLADS/UT/2024-2025/0329,Construction of Library in Kanpur,Dicta quisquam ullam asperiores ullam ipsam. Harum labore ullam cum.,Library,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Devansh Dugal,State Housing Board,2236883.87,455199.02,1382978.5333885038,2024-02-19,2024-03-12,2024-03-17,2024-05-06,,Ongoing,2024-2025,No
MPLADS/TA/2025-2026/0330,Construction of School Building in Madurai,Ad autem excepturi ipsam ad. Provident odio repellendus. Minus molestiae doloremque earum.,School Building,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Aachal Ramachandran,State Housing Board,3942518.26,2591912.15,2641094.7847675253,2025-10-14,2025-11-18,2025-11-23,2026-01-16,2027-06-26,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0331,Construction of Park in Indore,Sint perferendis architecto explicabo modi in necessitatibus. Ad reiciendis quas.,Park,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Jacob Garg,Gram Panchayat,795101.29,442459.04,577194.5106281165,2025-10-21,2025-12-27,2025-12-28,2026-02-18,,Ongoing,2025-2026,No
MPLADS/TA/2026-2027/0332,Construction of Drinking Water in Madurai,Sunt similique cum nobis nostrum. Perspiciatis ipsam velit perferendis atque tenetur.,Drinking Water,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Aahana Sama,PWD,551372.81,346221.27,505530.01301529247,2026-06-20,2026-07-20,2026-07-22,2026-09-18,,Ongoing,2026-2027,No
MPLADS/MA/2025-2026/0333,Construction of Library in Thane,Nobis quod reiciendis labore. Rerum iste accusantium temporibus.,Library,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Xalak Dora,State Housing Board,1853063.19,1682985.38,1756543.5206695874,2025-01-28,2025-02-25,2025-02-27,2025-04-10,2025-12-28,Completed,2025-2026,Yes
MPLADS/KA/2025-2026/0334,Construction of Drainage in Mysore,Praesentium fugit dolores consequatur sit in impedit. Harum voluptate porro fugit odio.,Drainage,Karnataka,Mysore,Mysore,Mysore East,Rajya Sabha,Faqid Mohanty,PWD,793702.97,676154.73,701051.9311555548,2025-01-02,2025-01-10,2025-01-12,2025-03-02,2025-11-28,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0335,Construction of Health Center in Jabalpur,Minus vero iure quas. Assumenda eaque ipsam numquam maxime possimus.,Health Center,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Samaksh Chowdhury,Municipal Corporation,2975119.73,173749.25,1497741.6492223819,2025-01-10,2025-01-28,2025-01-29,2025-02-19,,Delayed,2025-2026,No
MPLADS/KA/2026-2027/0336,Construction of Park in Bangalore,Ex eum ex voluptatem et consectetur. Dolor quod dolor saepe asperiores. Fugiat tenetur optio aut.,Park,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Eesha Saxena,Zila Parishad,741177.05,302415.73,379342.6172990603,2026-07-26,2026-08-06,2026-08-09,2026-08-19,,Ongoing,2026-2027,No
MPLADS/MA/2025-2026/0337,Construction of Drainage in Pune,Atque voluptatem sunt atque quis. Impedit aspernatur suscipit nemo soluta.,Drainage,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Aditya Patla,State Housing Board,704701.68,399784.18,429039.2962449783,2024-12-21,2025-01-16,2025-01-19,2025-03-01,2025-09-16,Completed,2025-2026,Yes
MPLADS/UT/2025-2026/0338,Construction of Community Hall in Varanasi,Animi dignissimos neque explicabo eos. Delectus asperiores vitae quisquam dicta labore deleniti.,Community Hall,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Maanas Seth,Municipal Corporation,2114336.99,562158.57,1151912.0745870615,2024-12-31,2025-01-19,2025-01-23,2025-02-07,,Ongoing,2025-2026,No
MPLADS/TA/2025-2026/0339,Construction of Commercial Shop near Drinking Water in Coimbatore,Neque voluptatum unde. Tempore perspiciatis doloribus in unde et.,Drinking Water,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Veer Andra,Gram Panchayat,1206465.73,1054094.8,1332680.4429033422,2025-05-23,2025-06-13,2025-06-18,2025-08-15,,Delayed,2025-2026,No
MPLADS/KA/2024-2025/0340,Construction of Health Center in Bangalore,Natus mollitia labore excepturi placeat. Repellat ratione debitis molestiae voluptas.,Health Center,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Watika Shankar,State Housing Board,1436275.45,870091.66,1353741.872135253,2024-09-28,2024-11-04,2024-11-05,2024-12-09,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0341,Construction of Library in Indore,Dolor quae quo cupiditate repellat excepturi hic commodi. Iusto vero eaque eaque.,Library,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Tanay Bhasin,Block Development Office,1224445.72,480426.91,657935.7241065259,2024-04-03,2024-08-12,2024-08-14,2024-09-13,,Ongoing,2024-2025,No
MPLADS/MA/2025-2026/0342,Construction of Roads in Jabalpur,Nisi nostrum quae repellendus commodi velit.,Roads,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Abhimanyu Rai,Municipal Corporation,1694949.77,177243.95,1529814.4662872134,2025-02-16,2025-03-17,2025-03-19,2025-05-11,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0343,Construction of School Building in Thane,Optio qui nulla similique itaque quos. Vitae cum ut magni maxime vel ipsa.,School Building,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Urvi Manda,PWD,12039651.653062528,7112452.12,7159176.442407219,2025-08-15,2025-10-23,2025-10-26,2025-12-10,,Ongoing,2025-2026,No
MPLADS/KA/2024-2025/0344,Construction of Street Light in Mysore,Quae maxime eos aliquid odit. Ab consectetur sint.,Street Light,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Damyanti Chandran,Block Development Office,398611.36,37728.86,286107.26851425844,2024-04-08,2024-08-21,2024-08-22,2024-10-05,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0345,Construction of Community Hall in Bhopal,Vero porro sapiente doloribus. Magni et incidunt.,Community Hall,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Chaitanya Krishnan,Gram Panchayat,1934754.03,454803.71,1100015.4462967322,2023-12-29,2024-01-08,2024-01-11,2024-02-28,,Ongoing,2024-2025,No
MPLADS/KA/2024-2025/0346,Construction of Roads in Mysore,Illo harum id iste atque blanditiis iusto. Mollitia quae fugiat dignissimos.,Roads,Karnataka,Mysore,Mysore,Mysore East,Rajya Sabha,Yahvi Kade,Gram Panchayat,1685639.95,1281649.54,1337329.4897528456,2024-12-13,2024-12-26,2024-12-30,2025-02-28,2025-08-26,Completed,2024-2025,Yes
MPLADS/TA/2026-2027/0347,Construction of Library in Chennai,Aut nam beatae suscipit ea cum. Molestiae doloremque perferendis reprehenderit.,Library,Tamil Nadu,Chennai,Chennai,Chennai East,Rajya Sabha,Vedika Bora,Municipal Corporation,786340.96,254414.37,451787.40342948266,2025-11-06,2026-03-04,2026-03-09,2026-04-13,,Ongoing,2026-2027,No
MPLADS/UT/2025-2026/0348,Construction of Drainage in Varanasi,Earum sit accusantium quos recusandae odit rem.,Drainage,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Bhavya Jhaveri,State Housing Board,355521.74,223754.96,308843.0724498326,2025-01-08,2025-02-12,2025-02-14,2025-03-07,,Ongoing,2025-2026,No
MPLADS/MA/2023-2024/0349,Construction of Roads in Pune,Provident laborum quaerat earum quaerat voluptate quae.,Roads,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Wazir Deshpande,Gram Panchayat,925244.62,731122.57,799474.4626981132,2023-09-13,2023-10-06,2023-10-07,2023-11-04,2025-11-16,Completed,2023-2024,Yes
MPLADS/UT/2025-2026/0350,Construction of Drinking Water in Lucknow,Consectetur dicta nihil tempora cumque. Velit accusantium dolorem nulla dolorum.,Drinking Water,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Alexander Shah,Municipal Corporation,893276.42,1032520.65,1100112.5702171938,2025-04-30,2025-05-17,2025-05-20,2025-07-08,2026-02-21,Completed,2025-2026,Yes
MPLADS/KA/2026-2027/0351,Construction of Roads in Bangalore,Deleniti vitae veniam ad. Id non dolore minima.,Roads,Karnataka,Bangalore,Bangalore,Bangalore East,Rajya Sabha,Matthew Gokhale,Municipal Corporation,1748726.05,1000947.5,1045490.8010559051,2025-12-26,2026-01-23,2026-01-27,2026-02-23,2026-06-10,Completed,2026-2027,Yes
MPLADS/TA/2025-2026/0352,Construction of Street Light in Coimbatore,Inventore sed dicta quis. Accusamus ea enim. Qui earum iure perspiciatis illo tempora.,Street Light,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Lok Sabha,Yashoda Taneja,Municipal Corporation,795071.24,612715.45,668090.8428251691,2025-04-25,2025-05-22,2025-05-25,2025-06-12,2025-10-22,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0353,Construction of Roads in Thane,Delectus iste eveniet accusamus.,Roads,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Lucky Bobal,Gram Panchayat,2186127.7,1520090.6,2420337.4416792383,2025-06-23,2025-07-13,2025-07-15,2025-07-27,,Ongoing,2025-2026,No
MPLADS/UT/2025-2026/0354,Construction of Park in Kanpur,Quisquam aliquam qui nesciunt. Magnam eum ducimus.,Park,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Kritika D’Alia,Gram Panchayat,736024.59,271497.12,523646.17275613296,2025-11-19,2025-12-20,2025-12-22,2026-01-30,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0355,Construction of Health Center in Bhopal,Inventore architecto dolore similique voluptates. Omnis qui vero suscipit harum animi asperiores.,Health Center,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Chakrika Mohanty,Gram Panchayat,1980983.79,1029035.54,1536340.669190161,2025-04-12,2025-05-08,2025-05-13,2025-05-31,,Ongoing,2025-2026,No
MPLADS/KA/2026-2027/0356,Construction of Roads in Mysore,Iste nostrum porro dolore cumque laboriosam. Quidem porro beatae quos quis at quisquam.,Roads,Karnataka,Mysore,Mysore,Mysore East,Rajya Sabha,Anjali Chander,Block Development Office,697976.51,732652.21,797127.0589371878,2025-11-14,2026-02-17,2026-02-19,2026-03-03,2026-10-09,Completed,2026-2027,Yes
MPLADS/MA/2025-2026/0357,Construction of Drainage in Pune,Dolores expedita ipsa nihil dolorum.,Drainage,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Pahal Ramesh,Gram Panchayat,1188892.12,628338.97,1123864.7897583283,2025-06-28,2025-07-25,2025-07-28,2025-09-13,,Ongoing,2025-2026,No
MPLADS/TA/2026-2027/0358,Construction of Community Hall in Madurai,Mollitia delectus aliquid beatae enim enim.,Community Hall,Tamil Nadu,Madurai,Madurai,Madurai East,Lok Sabha,Vedika Ramesh,Block Development Office,2153609.63,1650995.65,1753897.9031052275,2026-03-04,2026-04-08,2026-04-12,2026-05-14,2026-10-17,Completed,2026-2027,Yes
MPLADS/UT/2026-2027/0359,Construction of School Building in Kanpur,"In ut sequi numquam eum alias.
Quibusdam omnis ea incidunt. Nam earum deserunt ut.",School Building,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Eshana Rao,Gram Panchayat,3484077.84,481911.13,2560078.327076244,2026-09-04,2026-10-02,2026-10-04,2026-10-25,,Ongoing,2026-2027,No
MPLADS/UT/2026-2027/0360,Construction of Drainage in Kanpur,Quos esse quasi fugit occaecati. Repudiandae pariatur fuga.,Drainage,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Rohan Murty,Block Development Office,703661.43,83761.24,556744.2573429856,2025-12-16,2026-01-14,2026-01-16,2026-03-04,,Ongoing,2026-2027,No
MPLADS/UT/2023-2024/0361,Construction of School Building in Lucknow,Ab impedit at officia nostrum aspernatur. Aliquam provident numquam repellendus ratione.,School Building,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Lok Sabha,Aahana Subramaniam,Municipal Corporation,3779019.77,2540782.43,3281436.803353523,2023-12-04,2023-12-17,2023-12-18,2024-02-02,,Ongoing,2023-2024,No
MPLADS/MA/2026-2027/0362,Construction of Roads in Indore,Libero vel aspernatur. Deserunt reiciendis odit laborum nihil.,Roads,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Nidra Toor,State Housing Board,2726191.13,1718077.53,1920083.3596788598,2025-12-24,2026-01-23,2026-01-24,2026-02-16,,Ongoing,2026-2027,No
MPLADS/UT/2026-2027/0363,Construction of Park in Lucknow,Adipisci sint quas officiis consectetur officiis. Ullam dolorum dolores quibusdam error iusto.,Park,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Aditya Ray,Gram Panchayat,756495.94,101424.66,401614.38179949427,2026-03-24,2026-04-24,2026-04-29,2026-06-20,,Ongoing,2026-2027,No
MPLADS/KA/2025-2026/0364,Construction of Community Hall in Hubli,Esse magnam hic magni. Iure optio veritatis soluta magni nam maiores. Ipsa aperiam tempore quidem.,Community Hall,Karnataka,Hubli,Hubli,Hubli East,Lok Sabha,Nitara Bhatnagar,Block Development Office,2982054.07,3838393.62,4069770.821323083,2025-06-26,2025-07-08,2025-07-10,2025-08-22,2026-02-24,Completed,2025-2026,Yes
MPLADS/MA/2024-2025/0365,Construction of Roads in Jabalpur,Perferendis dolorum id aliquid blanditiis maiores. Ab ipsum fugit quibusdam cupiditate.,Roads,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Chaaya Nayar,Gram Panchayat,2052115.19,1338873.18,1423925.3624577746,2024-11-07,2024-12-02,2024-12-03,2025-01-12,2025-10-29,Completed,2024-2025,Yes
MPLADS/TA/2025-2026/0366,Construction of Library in Chennai,Rerum aspernatur corporis sed.,Library,Tamil Nadu,Chennai,Chennai,Chennai East,Lok Sabha,Nathan Dewan,Block Development Office,1519145.67,1065086.42,1174833.8264901002,2025-10-15,2025-11-16,2025-11-19,2026-01-05,2026-10-17,Completed,2025-2026,Yes
MPLADS/TA/2025-2026/0367,Construction of Commercial Shop near Health Center in Coimbatore,"Tempore cupiditate quibusdam nobis excepturi.
Id eum ratione quos harum.",Health Center,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Lok Sabha,Indali Mann,PWD,2224092.48,1285162.37,1995389.3402593068,2025-07-11,2025-07-25,2025-07-30,2025-09-04,,Ongoing,2025-2026,No
MPLADS/MA/2023-2024/0368,Construction of Community Hall in Jabalpur,Laudantium aut laborum ratione. Commodi maxime sed voluptatibus quae quas quas.,Community Hall,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Charles Wable,Block Development Office,2515110.88,1702814.2,1978397.902649202,2023-10-21,2023-11-17,2023-11-20,2023-12-26,,Ongoing,2023-2024,No
MPLADS/TA/2025-2026/0369,Construction of Park in Madurai,Ipsam rem rerum tempora voluptates ut. Porro occaecati provident.,Park,Tamil Nadu,Madurai,Madurai,Madurai East,Rajya Sabha,Darpan Gole,Gram Panchayat,839070.44,177437.9,534820.0454461087,2025-02-26,2025-03-12,2025-03-16,2025-05-13,,Ongoing,2025-2026,No
MPLADS/UT/2023-2024/0370,Construction of Library in Kanpur,Harum nobis soluta cumque tenetur nemo. Repellendus libero amet maiores facere est hic.,Library,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Chakrika Dixit,Zila Parishad,1258893.15,592144.97,818688.8914345872,2023-10-26,2023-11-10,2023-11-14,2024-01-10,,Ongoing,2023-2024,No
